user_id,anime_title,genre,region,watch_minutes,episodes_completed,days_inactive,subscription_months,ad_clicks,retained,churn_risk,homepage_click,started_episode,completed_episode,returned_next_day
139,Attack on Titan,Comedy,North America,113,1,27,8,10,1,Low,1,1,1,0
140,Demon Slayer,Comedy,Europe,108,3,55,16,17,1,Low,1,1,1,1
141,Spy x Family,Comedy,Latin America,178,5,18,43,10,1,Low,1,1,0,0
142,Attack on Titan,Fantasy,Asia,70,18,39,18,6,1,High,0,0,0,0
143,Demon Slayer,Adventure,Latin America,205,12,5,36,0,1,Low,1,1,1,1
144,Jujutsu Kaisen,Adventure,Asia,127,12,3,24,11,1,Low,0,0,0,0
145,Attack on Titan,Comedy,North America,164,21,29,1,3,1,Low,0,0,0,0
146,Spy x Family,Adventure,North America,161,19,38,1,7,1,Low,0,0,0,0
147,Spy x Family,Action,Latin America,146,9,30,46,14,0,Low,1,1,1,1
148,Chainsaw Man,Action,North America,115,11,45,36,10,1,Low,1,1,1,1
149,One Piece,Action,Latin America,189,17,26,11,7,1,Low,0,0,0,0
150,Solo Leveling,Adventure,Asia,119,16,44,18,11,1,Low,0,0,0,0
151,Demon Slayer,Fantasy,Europe,110,4,20,16,2,0,Low,1,1,1,1
152,Chainsaw Man,Fantasy,North America,175,10,36,17,3,1,Low,0,0,0,0
153,Solo Leveling,Fantasy,Asia,145,22,8,24,11,1,Low,0,0,0,0
154,Solo Leveling,Fantasy,Europe,194,15,34,34,7,1,Low,1,1,0,0
155,Attack on Titan,Action,Europe,137,19,41,4,9,1,Low,1,1,1,1
156,Solo Leveling,Action,Europe,113,3,46,35,0,0,Low,0,0,0,0
157,One Piece,Comedy,Asia,150,21,51,15,12,0,Low,1,0,0,0
158,Spy x Family,Adventure,Asia,122,23,20,2,6,1,Low,1,1,0,0
159,Chainsaw Man,Adventure,Latin America,115,5,16,31,19,1,Low,0,0,0,0
160,Solo Leveling,Fantasy,Europe,173,11,54,9,2,1,Low,1,0,0,0
161,Attack on Titan,Action,Europe,213,5,23,10,15,1,Low,1,1,1,1
162,One Piece,Fantasy,Europe,130,7,30,25,11,1,Low,1,0,0,0
163,Jujutsu Kaisen,Comedy,Latin America,101,6,5,5,4,0,Low,1,1,1,1
164,Spy x Family,Adventure,Europe,133,13,56,14,17,1,Low,1,1,1,1
165,Spy x Family,Adventure,Asia,160,2,34,42,7,0,Low,0,0,0,0
166,Chainsaw Man,Fantasy,Europe,150,19,49,38,11,1,Low,1,1,0,0
167,Spy x Family,Comedy,North America,187,11,36,40,2,1,Low,0,0,0,0
168,Solo Leveling,Adventure,Asia,166,20,12,2,15,0,Low,0,0,0,0
169,Attack on Titan,Comedy,Latin America,95,5,24,18,9,1,Low,0,0,0,0
170,Spy x Family,Comedy,Europe,120,9,31,29,16,0,Low,1,1,1,1
171,Spy x Family,Fantasy,North America,84,6,58,20,9,0,High,1,1,1,0
172,Jujutsu Kaisen,Action,Latin America,185,17,0,8,2,0,Low,0,0,0,0
173,Jujutsu Kaisen,Fantasy,Latin America,60,19,48,37,1,1,High,1,0,0,0
174,Demon Slayer,Action,Asia,88,23,57,26,13,0,High,0,0,0,0
175,One Piece,Comedy,Latin America,119,8,34,37,8,1,Low,1,1,0,0
176,Solo Leveling,Action,Latin America,162,7,57,4,16,1,Low,0,0,0,0
177,Spy x Family,Comedy,Latin America,119,5,18,33,3,0,Low,1,1,1,0
178,Spy x Family,Adventure,Latin America,125,15,52,22,14,1,Low,1,0,0,0
179,Attack on Titan,Adventure,Europe,126,10,51,6,12,1,Low,1,1,1,1
180,Demon Slayer,Adventure,Europe,146,16,53,33,18,1,Low,0,0,0,0
181,One Piece,Fantasy,Europe,91,9,11,28,8,0,Low,0,0,0,0
182,Demon Slayer,Fantasy,Europe,102,7,39,24,3,0,Low,0,0,0,0
183,Chainsaw Man,Comedy,North America,207,11,39,4,7,1,Low,1,0,0,0
184,One Piece,Adventure,Europe,156,9,46,2,14,1,Low,1,1,1,1
185,Spy x Family,Fantasy,Latin America,170,17,42,13,13,1,Low,0,0,0,0
186,Spy x Family,Adventure,Europe,142,9,19,46,2,1,Low,1,1,1,1
187,One Piece,Fantasy,Europe,134,3,32,11,16,1,Low,1,1,1,1
188,Spy x Family,Action,Asia,158,22,28,35,7,0,Low,1,1,1,1
189,Solo Leveling,Action,Latin America,169,8,15,39,13,1,Low,1,1,0,0
190,One Piece,Adventure,Europe,173,19,13,10,12,1,Low,0,0,0,0
191,Demon Slayer,Comedy,Europe,134,20,6,43,14,1,Low,0,0,0,0
192,One Piece,Fantasy,Europe,178,16,5,10,10,0,Low,1,1,1,0
193,Spy x Family,Fantasy,North America,41,7,20,8,14,1,Low,1,1,0,0
194,Solo Leveling,Action,Europe,175,7,35,5,11,1,Low,1,1,1,0
195,Solo Leveling,Action,Asia,122,20,21,23,8,1,Low,0,0,0,0
196,Chainsaw Man,Comedy,Latin America,162,13,39,34,14,1,Low,0,0,0,0
197,Demon Slayer,Comedy,Latin America,114,3,53,47,0,1,Low,1,1,1,1
198,Jujutsu Kaisen,Comedy,Europe,86,12,18,32,11,1,Low,1,0,0,0
199,Jujutsu Kaisen,Adventure,Europe,153,8,24,16,5,0,Low,1,1,0,0
200,One Piece,Action,Europe,79,13,2,4,0,0,Low,1,1,0,0
201,Chainsaw Man,Adventure,Latin America,124,20,35,28,18,1,Low,1,1,1,1
202,Attack on Titan,Action,Latin America,107,16,44,44,12,1,Low,0,0,0,0
203,One Piece,Action,North America,132,7,52,14,5,1,Low,0,0,0,0
204,Chainsaw Man,Fantasy,Asia,171,4,58,12,16,1,Low,1,1,1,0
205,Demon Slayer,Action,North America,120,12,33,21,12,1,Low,1,1,0,0
206,Demon Slayer,Action,Asia,152,17,10,16,8,0,Low,0,0,0,0
207,Demon Slayer,Adventure,North America,169,1,47,44,7,1,Low,0,0,0,0
208,Demon Slayer,Action,Latin America,115,17,41,2,14,1,Low,1,1,0,0
209,Demon Slayer,Adventure,North America,116,2,46,23,17,1,Low,0,0,0,0
210,Chainsaw Man,Comedy,Asia,194,6,26,29,1,1,Low,0,0,0,0
211,Chainsaw Man,Action,Europe,136,12,41,46,1,1,Low,1,1,1,1
212,Solo Leveling,Action,Asia,160,11,1,43,10,1,Low,1,0,0,0
213,Jujutsu Kaisen,Adventure,Europe,160,21,5,9,0,0,Low,1,1,0,0
214,Spy x Family,Comedy,Latin America,92,11,45,7,17,1,High,0,0,0,0
215,Demon Slayer,Fantasy,Asia,109,18,1,29,6,1,Low,1,1,1,1
216,Attack on Titan,Comedy,North America,155,8,41,44,16,1,Low,0,0,0,0
217,Spy x Family,Adventure,Asia,57,7,16,17,15,1,Low,0,0,0,0
218,Chainsaw Man,Comedy,Europe,131,14,39,9,6,0,Low,1,1,1,0
219,Attack on Titan,Adventure,Latin America,105,16,57,6,6,0,Low,1,0,0,0
220,Attack on Titan,Adventure,North America,184,12,47,44,1,0,Low,1,0,0,0
221,Attack on Titan,Fantasy,Asia,153,9,13,20,4,0,Low,1,1,1,1
222,Solo Leveling,Action,Europe,187,20,9,10,13,1,Low,1,1,1,1
223,Chainsaw Man,Adventure,North America,138,23,44,9,7,0,Low,0,0,0,0
224,Attack on Titan,Adventure,Latin America,135,21,32,12,11,1,Low,1,1,0,0
225,Demon Slayer,Fantasy,North America,127,16,41,33,6,0,Low,0,0,0,0
226,One Piece,Adventure,Latin America,119,21,53,32,5,1,Low,0,0,0,0
227,Attack on Titan,Action,North America,247,19,11,34,12,1,Low,1,1,1,0
228,Solo Leveling,Fantasy,Asia,172,16,31,19,11,0,Low,1,1,1,0
229,Spy x Family,Action,Europe,97,9,48,33,16,1,High,1,0,0,0
230,Chainsaw Man,Action,Asia,245,13,23,16,15,1,Low,1,1,0,0
231,Solo Leveling,Fantasy,Asia,123,5,13,23,0,0,Low,1,1,1,0
232,Attack on Titan,Adventure,Latin America,152,22,4,26,6,1,Low,1,1,1,1
233,Chainsaw Man,Action,Latin America,177,19,50,45,2,0,Low,1,1,1,1
234,One Piece,Action,Latin America,78,10,4,44,5,0,Low,1,1,1,1
235,Attack on Titan,Action,Asia,106,7,46,41,2,1,Low,0,0,0,0
236,Solo Leveling,Action,North America,205,9,31,37,2,0,Low,1,0,0,0
237,Jujutsu Kaisen,Fantasy,North America,131,14,44,9,7,1,Low,0,0,0,0
238,Demon Slayer,Fantasy,Asia,179,15,48,30,13,0,Low,0,0,0,0
239,Spy x Family,Comedy,Asia,121,13,32,13,8,0,Low,1,0,0,0
240,Solo Leveling,Comedy,Europe,136,10,59,42,4,1,Low,0,0,0,0
241,Chainsaw Man,Action,Latin America,211,14,45,16,14,1,Low,1,1,1,1
242,Attack on Titan,Adventure,Latin America,157,21,3,46,16,1,Low,1,1,0,0
243,Demon Slayer,Action,Asia,126,23,56,2,9,0,Low,1,1,1,1
244,Attack on Titan,Adventure,Asia,112,12,29,31,7,1,Low,1,1,1,1
245,Chainsaw Man,Action,North America,116,19,40,43,17,1,Low,0,0,0,0
246,Attack on Titan,Comedy,Asia,189,6,16,19,5,1,Low,1,1,1,0
247,Jujutsu Kaisen,Comedy,North America,170,12,2,11,16,1,Low,1,1,0,0
248,Demon Slayer,Adventure,Asia,94,13,12,14,3,1,Low,1,1,1,0
249,Demon Slayer,Action,Europe,143,8,43,47,14,0,Low,1,1,1,1
250,Chainsaw Man,Adventure,Europe,137,16,47,25,9,0,Low,1,1,0,0
251,Spy x Family,Comedy,North America,152,2,35,7,12,0,Low,0,0,0,0
252,Jujutsu Kaisen,Action,Latin America,115,22,17,15,0,1,Low,1,1,0,0
253,Solo Leveling,Action,Europe,183,7,22,30,8,0,Low,1,1,0,0
254,Attack on Titan,Adventure,North America,139,12,34,31,4,1,Low,0,0,0,0
255,One Piece,Fantasy,Asia,154,7,48,24,10,0,Low,0,0,0,0
256,Attack on Titan,Adventure,Asia,108,19,32,25,3,1,Low,1,1,0,0
257,Attack on Titan,Comedy,North America,110,14,50,8,19,0,Low,1,0,0,0
258,Solo Leveling,Comedy,Latin America,246,9,53,30,15,1,Low,1,1,1,0
259,Attack on Titan,Comedy,North America,212,18,35,36,17,0,Low,1,1,1,1
260,Jujutsu Kaisen,Comedy,North America,137,11,16,14,7,1,Low,0,0,0,0
261,Jujutsu Kaisen,Comedy,Europe,201,16,38,29,1,1,Low,1,0,0,0
262,Demon Slayer,Fantasy,North America,188,19,33,27,16,1,Low,1,1,1,1
263,Chainsaw Man,Action,North America,114,11,11,36,9,0,Low,0,0,0,0
264,Spy x Family,Adventure,Asia,111,18,4,34,12,0,Low,1,0,0,0
265,One Piece,Adventure,Europe,166,11,47,21,14,1,Low,1,1,1,1
266,Attack on Titan,Comedy,Asia,150,4,39,38,8,0,Low,1,1,0,0
267,Attack on Titan,Adventure,Asia,123,18,54,11,7,0,Low,1,1,1,0
268,Solo Leveling,Comedy,Latin America,168,19,26,33,5,1,Low,1,1,1,1
269,Chainsaw Man,Fantasy,Latin America,82,13,59,15,3,0,High,1,1,1,0
270,Jujutsu Kaisen,Fantasy,Europe,144,4,39,12,17,0,Low,0,0,0,0
271,One Piece,Action,Europe,90,10,12,24,2,1,Low,1,0,0,0
272,Demon Slayer,Fantasy,Latin America,91,22,25,37,3,1,Low,1,0,0,0
273,Jujutsu Kaisen,Fantasy,Latin America,111,5,13,11,12,0,Low,1,1,1,0
274,Chainsaw Man,Action,Latin America,154,3,31,19,19,1,Low,1,1,0,0
275,Spy x Family,Adventure,Latin America,112,16,10,1,10,1,Low,1,1,1,0
276,Demon Slayer,Comedy,Latin America,91,8,37,17,7,1,High,1,0,0,0
277,Spy x Family,Comedy,Asia,159,7,15,40,13,0,Low,1,0,0,0
278,Solo Leveling,Adventure,Europe,199,19,54,16,13,1,Low,1,1,1,1
279,Solo Leveling,Action,Asia,165,14,56,26,15,1,Low,1,1,1,0
280,Attack on Titan,Adventure,Asia,212,15,21,43,13,1,Low,1,1,1,1
281,Spy x Family,Fantasy,North America,196,17,56,43,0,0,Low,1,1,1,1
282,Chainsaw Man,Action,Asia,120,21,46,15,1,0,Low,0,0,0,0
283,One Piece,Action,Latin America,165,1,15,8,19,1,Low,1,0,0,0
284,Demon Slayer,Action,Latin America,136,6,12,30,0,0,Low,0,0,0,0
285,Jujutsu Kaisen,Comedy,North America,182,23,11,14,10,1,Low,1,1,0,0
286,Chainsaw Man,Adventure,North America,136,15,17,33,5,1,Low,0,0,0,0
287,Chainsaw Man,Action,North America,108,12,28,42,14,1,Low,1,1,1,1
288,Solo Leveling,Action,North America,194,21,17,7,11,1,Low,1,0,0,0
289,Spy x Family,Action,North America,152,20,45,18,4,0,Low,0,0,0,0
290,Attack on Titan,Adventure,Asia,113,2,1,12,11,1,Low,1,1,0,0
291,Attack on Titan,Comedy,North America,120,5,53,2,13,1,Low,0,0,0,0
292,Demon Slayer,Fantasy,Asia,113,9,1,29,13,1,Low,0,0,0,0
293,Solo Leveling,Comedy,Europe,99,20,2,21,18,1,Low,1,0,0,0
294,Chainsaw Man,Action,North America,120,14,28,7,4,1,Low,1,0,0,0
295,One Piece,Comedy,North America,154,18,55,27,2,1,Low,0,0,0,0
296,Solo Leveling,Comedy,Asia,142,22,7,12,17,0,Low,1,0,0,0
297,Demon Slayer,Fantasy,Europe,122,8,10,20,5,1,Low,1,1,1,1
298,Demon Slayer,Adventure,Asia,199,2,11,14,8,1,Low,0,0,0,0
299,Solo Leveling,Adventure,Asia,59,9,31,10,6,0,High,1,1,0,0
300,Demon Slayer,Comedy,North America,152,7,3,41,17,1,Low,0,0,0,0
301,Solo Leveling,Comedy,Latin America,134,18,8,23,1,0,Low,0,0,0,0
302,Jujutsu Kaisen,Adventure,Latin America,101,16,23,30,19,1,Low,1,0,0,0
303,Solo Leveling,Adventure,Asia,154,21,48,47,9,0,Low,1,1,0,0
304,Spy x Family,Fantasy,North America,131,5,55,31,11,0,Low,1,1,1,0
305,Solo Leveling,Action,Europe,189,23,15,10,1,1,Low,1,1,0,0
306,Demon Slayer,Comedy,Latin America,174,15,16,19,12,1,Low,1,1,1,0
307,Spy x Family,Adventure,Europe,216,5,46,19,7,1,Low,1,1,1,1
308,Demon Slayer,Comedy,Latin America,120,11,51,44,6,0,Low,0,0,0,0
309,Attack on Titan,Comedy,North America,195,22,57,23,2,1,Low,1,1,1,1
310,Attack on Titan,Adventure,Asia,93,14,21,44,7,0,Low,0,0,0,0
311,Spy x Family,Fantasy,Europe,135,19,6,41,0,0,Low,1,1,1,1
312,Jujutsu Kaisen,Comedy,Europe,121,3,9,32,14,0,Low,0,0,0,0
313,Attack on Titan,Fantasy,Asia,164,10,28,20,0,0,Low,0,0,0,0
314,Solo Leveling,Adventure,Europe,163,6,35,4,11,1,Low,1,1,0,0
315,Demon Slayer,Action,Latin America,103,3,23,33,10,1,Low,1,1,1,0
316,Attack on Titan,Action,Asia,166,2,55,1,15,0,Low,1,1,1,1
317,Attack on Titan,Comedy,Latin America,124,13,45,13,3,1,Low,1,1,1,0
318,Jujutsu Kaisen,Adventure,Latin America,107,18,13,3,1,0,Low,0,0,0,0
319,Spy x Family,Fantasy,North America,139,2,13,12,2,1,Low,0,0,0,0
320,Spy x Family,Comedy,Latin America,80,15,24,29,3,1,Low,0,0,0,0
321,Chainsaw Man,Adventure,North America,177,5,45,31,17,0,Low,1,1,1,1
322,Jujutsu Kaisen,Adventure,Europe,137,15,21,41,11,1,Low,1,1,0,0
323,Solo Leveling,Fantasy,Europe,138,21,51,36,0,0,Low,1,1,1,0
324,Spy x Family,Comedy,North America,136,17,49,2,2,1,Low,0,0,0,0
325,Demon Slayer,Adventure,Latin America,205,2,46,22,3,0,Low,1,0,0,0
326,Jujutsu Kaisen,Adventure,Asia,200,18,22,22,5,1,Low,1,1,0,0
327,Attack on Titan,Adventure,Asia,194,15,31,41,16,1,Low,1,0,0,0
328,Demon Slayer,Fantasy,North America,136,20,25,31,7,0,Low,1,0,0,0
329,Demon Slayer,Comedy,Europe,95,23,50,45,17,0,High,1,1,1,1
330,Attack on Titan,Comedy,Europe,139,3,26,14,15,1,Low,0,0,0,0
331,Jujutsu Kaisen,Comedy,Asia,152,5,44,29,5,0,Low,1,1,1,0
